Word	Frequency
szag_NOUN	0.00011287567970789737
slozin_NOUN	4.907638248169451e-06
számtalan_NUM	3.4353467737186156e-05
összevarr_VERB	1.4722914744508353e-05
sokcsillagos_ADJ	9.815276496338901e-06
ruhátlan_ADJ	7.3614573722541765e-06
távkapcsoló_NOUN	1.4722914744508353e-05
hallgatásbalerina_NOUN	4.907638248169451e-06
forgó_ADJ	1.9630552992677803e-05
szállít_VERB	4.907638248169451e-06
zsemle_NOUN	4.907638248169451e-06
mikróz_VERB	4.907638248169451e-06
passz_INTJ	4.907638248169451e-06
kidobó_ADJ	4.907638248169451e-06
több_ADV	5.398402072986396e-05
tripla_ADJ	9.815276496338901e-06
morajlik_VERB	4.907638248169451e-06
cola_PROPN	4.907638248169451e-06
szörföl_VERB	4.907638248169451e-06
bőrfoci_NOUN	4.907638248169451e-06
ír_VERB	0.00031408884788284485
eltaposva_ADV	4.907638248169451e-06
gyanánt_ADP	4.907638248169451e-06
szálloda_NOUN	4.4168744233525056e-05
mód_NOUN	5.889165897803341e-05
instr_NOUN	4.907638248169451e-06
kába_ADJ	2.9445829489016706e-05
ni_INTJ	9.815276496338901e-06
vakablak_NOUN	4.907638248169451e-06
kért_ADJ	4.907638248169451e-06
ragazd_VERB	4.907638248169451e-06
indulnom_VERB	4.907638248169451e-06
maxi_NOUN	4.907638248169451e-06
erô_NOUN	9.815276496338901e-06
semelyik_ADJ	9.815276496338901e-06
teljes_ADJ	0.0002208437211676253
kihány_VERB	1.9630552992677803e-05
félbeszaki_ADJ	4.907638248169451e-06
jókedvű_ADJ	3.9261105985355606e-05
találó_ADJ	4.907638248169451e-06
lohol_VERB	1.4722914744508353e-05
jutalmaz_VERB	4.907638248169451e-06
vérvétel_NOUN	9.815276496338901e-06
hízik_VERB	9.815276496338901e-06
tilt_VERB	4.907638248169451e-06
castro_NOUN	4.907638248169451e-06
át_ADP	0.00023556663591213365
hol_ADV	0.001099310967589957
kivetett_NOUN	9.815276496338901e-06
pislant_VERB	4.907638248169451e-06
belegondol_VERB	4.907638248169451e-06
záróra_NOUN	3.4353467737186156e-05
letisztáz_VERB	4.907638248169451e-06
elől_PRON	2.9445829489016706e-05
kiált_VERB	0.00012269095620423627
holdgömb_NOUN	4.907638248169451e-06
űrruha_NOUN	4.907638248169451e-06
letompul_VERB	4.907638248169451e-06
d_NOUN	1.4722914744508353e-05
szűrődik_VERB	9.815276496338901e-06
tisztességes_ADJ	9.815276496338901e-06
félreeső_ADJ	4.907638248169451e-06
perverz_ADJ	2.9445829489016706e-05
késztet_VERB	1.9630552992677803e-05
muszály_NOUN	4.907638248169451e-06
hezitál_VERB	1.4722914744508353e-05
nagyban_ADV	1.4722914744508353e-05
itt_ADV	0.0044904889970750475
emlékszik_VERB	0.00023556663591213365
fény_NOUN	0.00125144775328321
behoz_VERB	9.815276496338901e-06
giling_NOUN	4.907638248169451e-06
pusztaság_NOUN	9.815276496338901e-06
megkerül_VERB	9.815276496338901e-06
kieszik_VERB	4.907638248169451e-06
gyors_ADJ	0.0004318721658389117
bárhogyan_ADV	1.4722914744508353e-05
nyakék_NOUN	4.907638248169451e-06
nemigen_ADV	1.9630552992677803e-05
tiszta_ADJ	0.00033371940087552267
pörget_VERB	2.4538191240847256e-05
vesz_VERB	0.0009962505643783986
szleng_NOUN	4.907638248169451e-06
röptér_NOUN	4.907638248169451e-06
különben_ADV	6.379929722620287e-05
fáj_VERB	0.0007852221197071122
elsimul_VERB	9.815276496338901e-06
túlspilázik_VERB	4.907638248169451e-06
berlin_PROPN	1.9630552992677803e-05
boszorkánykonyha_NOUN	4.907638248169451e-06
érkezik_VERB	9.815276496338902e-05
között_PRON	3.9261105985355606e-05
mindegyik_ADJ	9.815276496338901e-06
mama_NOUN	6.379929722620287e-05
össze_ADV	0.0002527433697807267
szirom_NOUN	1.9630552992677803e-05
állócsillag_NOUN	1.4722914744508353e-05
gyeptégla_NOUN	9.815276496338901e-06
szökdécsel_VERB	4.907638248169451e-06
pörkölve_ADV	4.907638248169451e-06
felvisz_NOUN	9.815276496338901e-06
értelmiség_NOUN	4.907638248169451e-06
gyuszika_NOUN	4.907638248169451e-06
elkártyázik_VERB	4.907638248169451e-06
teremt_VERB	4.907638248169451e-06
ideális_ADJ	4.907638248169451e-06
félút_NOUN	4.907638248169451e-06
szétráz_VERB	4.907638248169451e-06
lexikon_NOUN	4.907638248169451e-06
ingatlan_NOUN	1.4722914744508353e-05
szörnyülködés_NOUN	4.907638248169451e-06
porcukor_NOUN	4.907638248169451e-06
can_NOUN	4.907638248169451e-06
dicsőség_NOUN	1.4722914744508353e-05
rabszolgatelep_NOUN	1.4722914744508353e-05
elmélet_NOUN	1.9630552992677803e-05
világos_ADJ	5.398402072986396e-05
kardos_ADJ	2.4538191240847256e-05
söröző_NOUN	4.907638248169451e-06
parkol_VERB	4.907638248169451e-06
kiborító_NOUN	4.907638248169451e-06
követelődző_ADJ	4.907638248169451e-06
beindult_ADJ	4.907638248169451e-06
vitorlázik_VERB	2.9445829489016706e-05
aggyam_VERB	4.907638248169451e-06
lánc_NOUN	4.907638248169451e-05
áthajózik_VERB	4.907638248169451e-06
dolog_NOUN	0.0006772540782473842
prizma_NOUN	4.907638248169451e-06
elsô_PROPN	4.907638248169451e-06
vedel_VERB	9.815276496338901e-06
einstein_PROPN	4.907638248169451e-06
hátraarc_NOUN	4.907638248169451e-06
pusztul_VERB	9.815276496338901e-06
megnyúl_VERB	2.9445829489016706e-05
teavaj_NOUN	4.907638248169451e-06
remélve_ADV	4.907638248169451e-06
illő_ADJ	4.907638248169451e-06
amily_PRON	3.4353467737186156e-05
nyomogat_VERB	9.815276496338901e-06
felbontott_ADJ	4.907638248169451e-06
fedezék_NOUN	1.9630552992677803e-05
göröngy_NOUN	4.907638248169451e-06
üldögélés_NOUN	4.907638248169451e-06
kétélű_ADJ	4.907638248169451e-06
egyet_ADV	9.324512671521957e-05
rovó_ADJ	4.907638248169451e-06
feltárul_VERB	4.907638248169451e-06
válogat_VERB	1.9630552992677803e-05
tányér_NOUN	5.398402072986396e-05
szembeszáll_VERB	1.4722914744508353e-05
kiszuperált_ADJ	1.4722914744508353e-05
halóriás_NOUN	4.907638248169451e-06
szívszorító_ADJ	4.907638248169451e-06
eldorádó_NOUN	1.4722914744508353e-05
képtelenség_NOUN	4.907638248169451e-06
képzet_NOUN	9.815276496338901e-06
lemez_VERB	4.907638248169451e-06
felnyal_VERB	1.4722914744508353e-05
micu_NOUN	1.9630552992677803e-05
kényszerül_VERB	9.815276496338901e-06
preparabakabarérokihorrorpikcsörsópomáz_PROPN	4.907638248169451e-06
oktató_NOUN	4.907638248169451e-06
sötétlő_ADJ	4.907638248169451e-06
hendikepp_NOUN	2.4538191240847256e-05
c_ADJ	4.907638248169451e-06
hadonászik_VERB	4.907638248169451e-06
pizsama_NOUN	1.9630552992677803e-05
megmerül_VERB	9.815276496338901e-06
megalkotó_NOUN	4.907638248169451e-06
ladik_NOUN	1.4722914744508353e-05
lődöz_VERB	4.907638248169451e-06
vétel_NOUN	9.815276496338901e-06
lebombázott_ADJ	4.907638248169451e-06
utitárs_NOUN	4.907638248169451e-06
horkoló_ADJ	4.907638248169451e-06
rakva_ADV	4.907638248169451e-06
war_X	4.907638248169451e-06
valahonnan_ADV	1.9630552992677803e-05
anola_PROPN	4.907638248169451e-06
szolid_ADJ	1.9630552992677803e-05
lepottyan_VERB	4.907638248169451e-06
hideg_NOUN	0.00013741387094874462
dolgozó_ADJ	9.815276496338901e-06
lebénult_ADJ	4.907638248169451e-06
lehamuzik_VERB	4.907638248169451e-06
nézeget_VERB	4.907638248169451e-06
vízágyú_NOUN	4.907638248169451e-06
feltárás_NOUN	4.907638248169451e-06
baszogat_VERB	1.4722914744508353e-05
megkínál_VERB	4.907638248169451e-06
bejárat_NOUN	1.4722914744508353e-05
gondozás_NOUN	4.907638248169451e-06
mindennapi_ADJ	4.907638248169451e-06
megtámad_VERB	4.907638248169451e-06
sivatagi_ADJ	4.907638248169451e-06
gyalogjáró_NOUN	4.907638248169451e-06
könnygáz_NOUN	9.815276496338901e-06
not_X	4.907638248169451e-06
elemző_NOUN	4.907638248169451e-06
kijáratember_NOUN	4.907638248169451e-06
kín_NOUN	4.907638248169451e-05
hargita_NOUN	4.907638248169451e-06
gitáros_ADJ	3.9261105985355606e-05
túsz_NOUN	4.907638248169451e-06
normális_ADJ	6.379929722620287e-05
éhség_PROPN	1.4722914744508353e-05
teremtmény_NOUN	4.907638248169451e-06
vendégség_NOUN	1.4722914744508353e-05
alt_VERB	4.907638248169451e-06
pápápápápápá_INTJ	1.4722914744508353e-05
valóban_ADV	3.4353467737186156e-05
illegális_ADJ	9.815276496338901e-06
városbaaaaaa_NOUN	4.907638248169451e-06
megnyugodik_VERB	9.815276496338901e-06
pornófilm_NOUN	4.907638248169451e-06
kedvesebb_ADJ	4.907638248169451e-06
kisegítő_ADJ	4.907638248169451e-06
anyacukor_NOUN	4.907638248169451e-06
rengeteg_NOUN	4.907638248169451e-06
pata_NOUN	3.9261105985355606e-05
klónoz_VERB	1.4722914744508353e-05
elképzel_VERB	7.361457372254177e-05
feloldozás_NOUN	4.907638248169451e-06
posztó_NOUN	9.815276496338901e-06
riksa_NOUN	4.907638248169451e-06
kolduskirály_NOUN	4.907638248169451e-06
hejj_VERB	4.907638248169451e-06
mérték_NOUN	9.815276496338901e-06
művér_NOUN	4.907638248169451e-06
törekvő_ADJ	4.907638248169451e-06
lecsuk_VERB	4.907638248169451e-06
holló_NOUN	2.4538191240847256e-05
teg_NOUN	4.907638248169451e-06
dallamos_ADJ	1.4722914744508353e-05
felfelé_ADV	5.398402072986396e-05
klasszikus_ADJ	1.9630552992677803e-05
tariririrarara_PROPN	4.907638248169451e-06
csillámos_ADJ	9.815276496338901e-06
sín_NOUN	7.361457372254177e-05
légtér_NOUN	9.815276496338901e-06
tömött_ADJ	9.815276496338901e-06
néni_NOUN	6.379929722620287e-05
lebukik_VERB	1.4722914744508353e-05
bűz_NOUN	4.907638248169451e-06
jóleső_ADJ	4.907638248169451e-06
bisztró_NOUN	4.907638248169451e-06
elôtt_NOUN	2.9445829489016706e-05
feszül_VERB	3.4353467737186156e-05
só_NOUN	9.815276496338901e-06
kisszoba_NOUN	2.9445829489016706e-05
bánat_NOUN	0.00021593608291945585
ernyő_NOUN	1.9630552992677803e-05
ezért_ADV	0.00015213678569325298
visszazár_VERB	4.907638248169451e-06
tudta_NOUN	4.907638248169451e-06
gilkosság_NOUN	4.907638248169451e-06
megszólít_VERB	1.4722914744508353e-05
sokszínű_ADJ	4.907638248169451e-06
posztószürke_ADJ	4.907638248169451e-06
áttáncol_VERB	4.907638248169451e-06
öltöztet_VERB	1.4722914744508353e-05
amennyi_ADV	1.4722914744508353e-05
iványi_ADJ	9.815276496338901e-06
erzsi_PROPN	4.907638248169451e-06
hallgat_NOUN	9.815276496338901e-06
átnyúl_VERB	9.815276496338901e-06
hazamentél_VERB	4.907638248169451e-06
bölcs_ADJ	4.907638248169451e-06
szertartás_NOUN	4.907638248169451e-06
mámoros_ADJ	4.907638248169451e-06
belő_VERB	4.907638248169451e-06
megtippel_VERB	4.907638248169451e-06
akard_NOUN	9.815276496338901e-06
elcsúszik_VERB	9.815276496338901e-06
lecsap_VERB	4.907638248169451e-06
sziluett_NOUN	4.907638248169451e-06
szerenád_NOUN	4.907638248169451e-06
mellől_PRON	9.815276496338901e-06
letérdel_VERB	2.4538191240847256e-05
alkalmazkudu_NOUN	4.907638248169451e-06
gömb_NOUN	1.9630552992677803e-05
belekapaszkodik_VERB	9.815276496338901e-06
tegez_VERB	4.907638248169451e-06
mégis_CONJ	0.0004171492510944033
öt_NUM	5.889165897803341e-05
csinibaba_NOUN	3.9261105985355606e-05
piacnap_NOUN	4.907638248169451e-06
iroda_NOUN	1.9630552992677803e-05
hitetlenkedve_ADV	4.907638248169451e-06
a_INTJ	9.815276496338901e-06
sötétedés_NOUN	4.907638248169451e-06
della_PROPN	4.907638248169451e-06
időszak_NOUN	4.907638248169451e-06
naplopó_NOUN	9.815276496338901e-06
róla_PRON	0.0004416874423352506
kilenc_NUM	2.4538191240847256e-05
vágyálompor_NOUN	4.907638248169451e-06
meredély_NOUN	4.907638248169451e-06
lejárt_ADJ	4.907638248169451e-06
gyönyör_NOUN	4.4168744233525056e-05
szőrmeszegény_NOUN	4.907638248169451e-06
lenyûgözõ_ADJ	4.907638248169451e-06
visszavág_VERB	1.9630552992677803e-05
arra_ADV	5.889165897803341e-05
favourit_NOUN	4.907638248169451e-06
számított_ADJ	4.907638248169451e-06
mohamed_NOUN	4.907638248169451e-06
kölnimotor_NOUN	4.907638248169451e-06
széttár_VERB	9.815276496338901e-06
rettentő_ADJ	9.815276496338901e-06
bujtogat_VERB	1.9630552992677803e-05
fárad_VERB	2.9445829489016706e-05
maharadzsa_NOUN	9.815276496338901e-06
fölösleges_ADJ	2.9445829489016706e-05
tökös_NOUN	4.4168744233525056e-05
elhibázik_VERB	4.907638248169451e-06
méltóság_NOUN	4.907638248169451e-06
lélekszakadva_ADV	4.907638248169451e-06
csepeg_VERB	9.815276496338901e-06
legfelül_ADV	9.815276496338901e-06
mohó_ADJ	2.4538191240847256e-05
bevon_VERB	4.907638248169451e-06
odarohan_VERB	9.815276496338901e-06
pillangós_ADJ	1.9630552992677803e-05
élve_ADV	5.889165897803341e-05
nyílik_VERB	0.00010306040321155847
hetente_ADV	4.907638248169451e-06
margó_NOUN	4.907638248169451e-06
dörgöl_VERB	9.815276496338901e-06
bevert_ADJ	4.907638248169451e-06
benzinkutas_NOUN	4.907638248169451e-06
utóvégre_CONJ	4.907638248169451e-06
bepörög_VERB	4.907638248169451e-06
előremegy_VERB	4.907638248169451e-06
vásárló_NOUN	4.907638248169451e-06
világosít_VERB	1.9630552992677803e-05
akármerre_ADV	5.398402072986396e-05
trónterem_NOUN	4.907638248169451e-06
gallér_NOUN	4.4168744233525056e-05
maszturbáció_NOUN	4.907638248169451e-06
mintha_SCONJ	0.0003778881451090477
grimasz_NOUN	4.907638248169451e-06
mintakutya_NOUN	4.907638248169451e-06
kimenekít_VERB	9.815276496338901e-06
kozmetikus_NOUN	9.815276496338901e-06
megbolondul_VERB	9.815276496338901e-06
adag_NOUN	4.4168744233525056e-05
egyre_ADV	0.00033371940087552267
pletykál_VERB	4.907638248169451e-06
spielberg_NOUN	4.907638248169451e-06
ja_NOUN	4.907638248169451e-06
megismer_VERB	1.9630552992677803e-05
barackos_ADJ	9.815276496338901e-06
lila_ADJ	6.379929722620287e-05
előkerül_VERB	9.815276496338901e-06
rendező_NOUN	4.907638248169451e-06
éledő_ADJ	4.907638248169451e-06
visz_NOUN	4.907638248169451e-06
közepes_ADJ	4.907638248169451e-06
fehérbor_NOUN	9.815276496338901e-06
life_NOUN	4.4168744233525056e-05
gyógyszerészlány_NOUN	4.907638248169451e-06
bimbó_NOUN	4.907638248169451e-06
pont_NOUN	0.0002306589976639642
hurrikán_NOUN	9.815276496338901e-06
mielõtt_PROPN	4.907638248169451e-06
m_NOUN	3.4353467737186156e-05
sivár_ADJ	1.4722914744508353e-05
sziasztok_INTJ	2.4538191240847256e-05
szék_NOUN	0.00013250623270057518
vígasztalódik_VERB	4.907638248169451e-06
wie_VERB	4.907638248169451e-06
álommanó_NOUN	4.907638248169451e-06
szépségű_ADJ	4.907638248169451e-06
szemetel_VERB	4.907638248169451e-06
kisurran_VERB	4.907638248169451e-06
emese_PROPN	2.9445829489016706e-05
körhinta_NOUN	9.815276496338901e-06
formál_VERB	4.907638248169451e-06
megúszik_VERB	2.4538191240847256e-05
varkocs_NOUN	4.907638248169451e-06
válófélben_ADV	9.815276496338901e-06
égtáj_NOUN	4.907638248169451e-06
gép_NOUN	0.0004416874423352506
végső_ADJ	6.379929722620287e-05
kaparva_ADV	4.907638248169451e-06
omlik_VERB	2.4538191240847256e-05
behúzva_ADV	4.907638248169451e-06
matrjóska_NOUN	4.907638248169451e-06
szaván_NOUN	4.907638248169451e-06
nebuló_NOUN	4.907638248169451e-06
szembogár_NOUN	3.4353467737186156e-05
vonul_VERB	9.324512671521957e-05
rája_NOUN	2.4538191240847256e-05
veszélyes_ADJ	8.342985021888067e-05
ólom_NOUN	9.815276496338901e-06
ôsáll_NOUN	4.907638248169451e-06
sirat_VERB	1.4722914744508353e-05
kigyúr_VERB	4.907638248169451e-06
csípős_ADJ	2.9445829489016706e-05
kibír_VERB	1.4722914744508353e-05
fogas_NOUN	9.815276496338901e-06
üdítő_NOUN	4.907638248169451e-06
rendez_VERB	1.9630552992677803e-05
rozsdamarta_ADJ	4.907638248169451e-06
ígér_VERB	0.00010306040321155847
ich_PROPN	4.907638248169451e-06
rang_NOUN	5.398402072986396e-05
kánaán_PROPN	1.9630552992677803e-05
pótolható_ADJ	1.4722914744508353e-05
huncutul_ADJ	4.907638248169451e-06
sarjad_VERB	4.907638248169451e-06
idomár_NOUN	4.907638248169451e-06
üvegajtó_NOUN	1.9630552992677803e-05
ahová_ADV	6.379929722620287e-05
szétfröccsen_VERB	1.4722914744508353e-05
csodakacsaláb_NOUN	4.907638248169451e-06
belvárosi_PROPN	4.907638248169451e-06
muszáj_VERB	0.00012269095620423627
széles_NOUN	4.907638248169451e-06
térd_NOUN	0.00011778331795606682
törökméz_NOUN	4.907638248169451e-06
teleportál_VERB	4.907638248169451e-06
elpusztít_VERB	2.4538191240847256e-05
földrajzi_ADJ	4.907638248169451e-06
fenntartható_ADJ	1.9630552992677803e-05
úhhhh_PROPN	9.815276496338901e-06
recitál_VERB	4.907638248169451e-06
feléled_VERB	1.4722914744508353e-05
moore_PROPN	4.907638248169451e-06
lé_NOUN	8.833748846705011e-05
főszereplő_NOUN	9.815276496338901e-06
csecsemő_NOUN	2.9445829489016706e-05
tévés_ADJ	4.907638248169451e-06
siess_NOUN	4.907638248169451e-06
nyolcadik_ADJ	9.815276496338901e-06
hirtelen_ADV	6.870693547437231e-05
budai_ADJ	4.907638248169451e-06
füstöl_VERB	3.4353467737186156e-05
lengyelország_PROPN	1.9630552992677803e-05
ugyanez_PRON	9.324512671521957e-05
változik_VERB	0.00015704442394142242
gyenge_NOUN	4.907638248169451e-06
épphogy_ADV	1.4722914744508353e-05
csendesebben_ADJ	4.907638248169451e-06
bori_ADJ	4.907638248169451e-05
harmónia_NOUN	4.907638248169451e-05
végi_ADJ	4.907638248169451e-06
hauaa_PROPN	1.4722914744508353e-05
ágyék_NOUN	1.4722914744508353e-05
haua_VERB	4.907638248169451e-06
völgy_NOUN	5.398402072986396e-05
hullámvasút_NOUN	9.815276496338901e-06
start_NOUN	4.907638248169451e-06
akármikor_ADV	4.907638248169451e-06
göncölszekér_NOUN	4.907638248169451e-06
óvszer_NOUN	2.4538191240847256e-05
kismacska_NOUN	4.907638248169451e-06
kísértet_NOUN	3.9261105985355606e-05
volt_NOUN	9.815276496338901e-06
királyfihús_NOUN	4.907638248169451e-06
csáó_INTJ	4.907638248169451e-06
szibéria_NOUN	4.907638248169451e-06
néhány_NOUN	4.907638248169451e-06
hatezer_NUM	4.907638248169451e-06
beismer_VERB	4.907638248169451e-06
nagyfarkú_ADJ	4.907638248169451e-06
bőrű_ADJ	4.907638248169451e-06
krónosz_NOUN	1.4722914744508353e-05
kettő_NUM	0.00047604091007243674
váratlan_ADJ	5.398402072986396e-05
vértelen_ADJ	9.815276496338901e-06
amíg_ADV	0.0005054867395614534
lovasi_ADJ	4.907638248169451e-06
mackófelső_NOUN	4.907638248169451e-06
józanság_NOUN	4.907638248169451e-06
üvegpohár_NOUN	4.907638248169451e-06
marijuana_NOUN	4.907638248169451e-06
norvég_ADJ	1.4722914744508353e-05
fogsz_AUX	0.00017176733868593078
belekényszerül_VERB	4.907638248169451e-06
fojt_VERB	1.4722914744508353e-05
kontúr_NOUN	9.815276496338901e-06
sabadabadábada_NOUN	9.815276496338901e-06
lászló_PROPN	4.907638248169451e-06
vezekel_VERB	9.815276496338901e-06
bukfenc_NOUN	4.907638248169451e-06
csiklandoz_VERB	9.815276496338901e-06
figyelmesssen_ADJ	4.907638248169451e-06
cigifüst_NOUN	1.9630552992677803e-05
végleg_ADV	0.00013250623270057518
tôled_NOUN	9.815276496338901e-06
őrültség_NOUN	4.907638248169451e-06
zengeráj_NOUN	4.907638248169451e-06
panni_NOUN	1.4722914744508353e-05
ördög_PROPN	9.815276496338901e-06
félméteres_ADJ	9.815276496338901e-06
heroin_NOUN	2.9445829489016706e-05
benőtt_ADJ	9.815276496338901e-06
fedezve_ADV	4.907638248169451e-06
keveredik_VERB	1.9630552992677803e-05
vót_NOUN	4.907638248169451e-06
jointok_NOUN	9.815276496338901e-06
eltart_VERB	4.907638248169451e-06
beugrál_VERB	4.907638248169451e-06
tágul_VERB	1.9630552992677803e-05
tuti_NOUN	1.4722914744508353e-05
ők_PRON	0.0006674388017510453
karriér_NOUN	4.907638248169451e-06
üde_ADJ	4.907638248169451e-06
elképesztő_ADJ	1.9630552992677803e-05
készült_ADJ	4.907638248169451e-06
törpe_NOUN	3.9261105985355606e-05
kötöget_VERB	1.4722914744508353e-05
miki_NOUN	4.907638248169451e-06
lassú_NOUN	9.815276496338901e-06
kiskabát_NOUN	4.907638248169451e-06
ráfeszül_VERB	4.907638248169451e-06
költészet_NOUN	2.4538191240847256e-05
tátongó_ADJ	1.4722914744508353e-05
hajszol_VERB	4.907638248169451e-06
szendvics_NOUN	3.4353467737186156e-05
kellék_NOUN	4.907638248169451e-06
prés_NOUN	9.815276496338901e-06
bad_PROPN	9.815276496338901e-06
hallucinál_VERB	1.9630552992677803e-05
űrkor_NOUN	9.815276496338901e-06
mesebeli_ADJ	1.4722914744508353e-05
attila_NOUN	9.815276496338901e-06
belélegez_VERB	1.4722914744508353e-05
zsűri_NOUN	4.907638248169451e-06
békesség_NOUN	1.4722914744508353e-05
töf_X	4.907638248169451e-06
levél_NOUN	0.00016685970043776134
memória_NOUN	4.907638248169451e-06
pfű_INTJ	4.907638248169451e-06
tódul_VERB	4.907638248169451e-06
megfeledkezik_VERB	4.907638248169451e-06
kaja_NOUN	9.815276496338901e-06
szeparé_NOUN	4.907638248169451e-06
különóra_NOUN	4.907638248169451e-06
átvitézlette_NOUN	4.907638248169451e-06
közérzet_NOUN	9.815276496338901e-06
édesebben_ADJ	4.907638248169451e-06
ösztönöz_VERB	4.907638248169451e-06
eltöltött_ADJ	1.9630552992677803e-05
összebarmol_VERB	4.907638248169451e-06
hahó_NOUN	4.907638248169451e-06
figyelem_INTJ	3.9261105985355606e-05
keresztben_ADV	4.907638248169451e-06
sértődött_ADJ	4.907638248169451e-06
madzag_NOUN	1.9630552992677803e-05
magyaroraszág_PROPN	4.907638248169451e-06
átvág_VERB	9.815276496338901e-06
bell_NOUN	4.907638248169451e-06
befúj_VERB	4.907638248169451e-06
sajtó_NOUN	4.907638248169451e-06
próbálkozik_VERB	4.907638248169451e-06
biztonság_NOUN	1.4722914744508353e-05
teper_NOUN	9.815276496338901e-06
kiderül_VERB	4.4168744233525056e-05
mitol_VERB	4.907638248169451e-06
jeles_ADJ	4.907638248169451e-06
változat_NOUN	4.907638248169451e-06
cudar_NOUN	4.907638248169451e-06
posta_NOUN	2.4538191240847256e-05
hajótörött_ADJ	4.907638248169451e-06
vonás_NOUN	1.9630552992677803e-05
derék_ADJ	1.9630552992677803e-05
találgatás_NOUN	4.907638248169451e-06
jötöttödet_NOUN	4.907638248169451e-06
feketés_NOUN	4.907638248169451e-06
lélekrágó_ADJ	9.815276496338901e-06
kiplasztikázva_ADV	4.907638248169451e-06
bömböl_VERB	9.815276496338901e-06
sanzonénekes_NOUN	9.815276496338901e-06
ügyes_ADJ	1.4722914744508353e-05
tenyérnyi_ADJ	1.4722914744508353e-05
sziszi_ADJ	4.907638248169451e-06
hós_NOUN	4.907638248169451e-06
üdvözül_VERB	9.815276496338901e-06
fétis_NOUN	1.4722914744508353e-05
mancs_NOUN	9.815276496338901e-06
kigombol_VERB	4.907638248169451e-06
nehezül_VERB	4.907638248169451e-06
mobil_NOUN	4.907638248169451e-06
égett_ADJ	4.907638248169451e-06
buszmegálló_NOUN	2.4538191240847256e-05
automata_NOUN	2.2084372116762528e-05
pipacs_NOUN	4.907638248169451e-06
szószerint_ADV	9.815276496338901e-06
je_PROPN	4.907638248169451e-06
